id,cor_sentence
grm2209080071573,혹시 풀이 과정에 잘못된 부분이 있을까요?
grm2210040109658,제가 다 마음이 아프네요.
grm2208050084870,"법 위반, 즉 일탈 행동에 대한 호의적인 가치관 대신 정상적인 가치관의 확립으로 해결할 수 있다고..."
grm2208010059679,"가족 제도에 보면, 완전히 상반되어 있는 모습을 볼 수가 있습니다."
grm2208290074602,식의 일부가 양수인 부분을 왜 중요시 여겨서 꼼꼼히 따져야 하는지 궁금합니다.
grm2210040108687,기출문제집을 한 번은 풀어가고 가야 된다고 생각해요.
grm2209230111780,회계원리 수업 자료 보고 정신 나갈 거 같아요.
grm2209230119346,그래서 가는 길에 설악산도 올라서 구경하고 동해바다에 가서도 구경하고 끝!
grm2206140068706,왜 접선의 기울기의 크기로 보아서 부호를 무시하는 건가요?
grm2209160104395,교수님의 따뜻한 마음씨가 전해져서 아닐까?
grm2208010043060,늙었네라는 서술어 때문에 성과 대응되는 시어라고 받아들여야 하나요?
grm2207140001327,계속 헷갈렸는데 일일이 찾기도 힘들고 이렇게 한 번에 정리되어 있으니 도움 돼요!
grm2208220065260,중력 이외의 다른 힘은 작용하지 않는다고...
grm2207110021821,제가 궁금해서 질문한 걸 이렇게 칼럼으로 만들어 주셔서 감사해요.
grm2209210101694,이번 프린트에 저 개념이 들어가서 고생했거든.
grm2208020084196,근데 저는 한눈에 봤을 때 뭐가 큰지 잘 모르겠어요.
grm2208100069038,정말 죄송한데 어제 백신 맞고 앓느라 라이브 모의고사 참여를 못했습니다.
grm2209190109702,생각보다 도움 많이 됩니다.
grm2209080062172,아니면 보수파에 영향을 받은 건가요?
grm2209220112516,귀여우신 마스터님 만날 수 있는 건가요?
grm2210070111493,어차피 모의고사는 성적 잘 맞는 게 목적이 아니라 수능 연습을 위한 것이라고 생각했어요.
grm2210040109980,같이 듣는 수업은 과 학생들에게 랜덤으로 배정돼요.
grm2208240055903,장기적으로 봤을 때는 이런 것들도 다 이해하는 연습을 해준다.
grm2207140038187,그런데 시간이 너무 없어요.
grm2209080060600,수능 볼 때까지 다 할 수 있을까요?
grm2206270035564,동기들이랑 안 친해서 잘 모르겠네요!
grm2206130055958,제가 독서가 많이 취약하고 기본이 없다.
grm2208290084736,세대 내 이동은 잘 드러나지 않는 글인가요.
grm2208250091865,단어만 봐도 괜찮을까요?
grm2206220033254,문제집 요렇게만 푸시면 씹어드실 수 있습니다!
grm2209090059953,고구려 사람들이 중국에 왜 끌려갔었나요?
grm2207110035387,마스터님의 개인적인 생각에 대해서는 존중합니다.
grm2208180042460,방금 답변을 확인해보니 제가 질문을 이상하게 했더라고요.
grm2210060115527,안 놀고 교과서 볼게요..!
grm2207060021096,이 수업 들으면서 아직 부족한 개념 공부를 같이 병행하는 거 괜찮을까요?
grm2206280015877,두 번째에서 된소리되기는 관형사어미 뒤에 연결됐기 때문인 건가요?
grm2209160105002,국가장학금 받아도 또 주려나.
grm2209230109559,기왕이면 후회 없는 끝을 위해 노력해 보아요.
grm2209140118323,안 가는 게 맞을 거 같은데요?
grm2208250076897,샤프로 저의 생각을 정리했는데 저런 식으로 접근해도 되나요?
grm2209220119649,현역 정시 수시 반수 경험자로서 공감합니다.
grm2208120044157,짐꾼들은 내 가방을 다른 방으로 옮겼다가 사동문인이유가 뭔가요?
grm2206140077818,참고로 전 현재 상위권 학생이 아닙니다.
grm2210120110576,팁 같은 거 너무너무 좋아요.
grm2207010020204,현역 정시생인데 궁금한 게 있어요!
grm2209060087328,또래 집단이 왜 비공식적 사회화 기관인가요?
grm2210210111712,생활기록부에 넣는 보고서는 자신의 진로와 관련된 걸 쓰는 게 유리하다고 말씀하시더라고요.
grm2209010091728,강의와 관련된 내용이 아니라 죄송합니다.
grm2206200034813,재수 수 마인드로 공부하면 무조건 삼수한다.
grm2209290112277,저는 시험 볼 때에도 막 떠는 편이 아니어서 그래도 무난하게 읽을 수 있었던 것 같습니다.
grm2207260030848,글 흡입력 장전 아니라서 얼른 읽었네요.
grm2206150051023,서술자가 본인의 생각을 서술하고 마지막에 본인의 생각을 성찰한다.
grm2207080000154,저도 고대 국문과 간절히 원하는데 마스터님처럼 됐으면 좋겠네요.
grm2207270027890,예습을 나름대로 한다고는 한다.
grm2207110036920,무례하게 질문을 하고 답변을 해주시면 답변도 없다.
grm2207250017049,근데 맨날 아침에 정신을 못 차린다.
grm2208080056355,이 부분을 어떻게 이해할 수 있나요?
grm2210050114146,새 학기 컨셉 추천해 주세요.
grm2208090069395,어떻게 이해해야 되나요?
grm2209190114517,수학 학원을 결정하려 하는데요.
grm2207250019405,선배님이라 부를 수 있도록 노력하겠습니다.
grm2210200106438,신입생들이 많아져서 티도 안 나잖아.
grm2207080002509,보기 읽을 땐 중요 단어에 표시하고 시 읽을 때도 감정이 드러난 부분에 그냥 대충 표시해놓는 정도에요.
grm2207210015343,그리고 뜬금없지만 멘토님 답변이 너무 따뜻해서 저 지금 감동받았어요.
grm2209080066393,제가 첨부한 사진에 그린 회로가 적절한가요?
grm2207150016533,저도 아직 내용 이해는 못 하겠다.
grm2208230090333,하면 이 전체 집단은 과반수라고 할 수 있나요?
grm2209280105996,그렇게 마시고 소리는 집에서도 지르실 수 있다.
grm2208250043714,이 정도는 괜찮은 선지인가요?
grm2207130015585,번식 전이 출현 시긴데 잘못 적어놨네요.
grm2207180036839,시작되는 부분 읽고 편안한 마음으로 봤어요!
grm2208220078046,아니면 작년 강의를 들어도 무관하니 작년 거 듣는 게 나은가요?
grm2209230113242,이 정도가 다 지나면 실전 모의고사나 심화 문제를 푸셔도 좋습니다!
grm2207260000440,제가 그때 열공 인증에서 태그했는데 단지 이름만 바꾸신 거잖아요.
grm2210210115376,해설 필요 없다면 혼자 뽑아서 풀어도 괜찮아요.
grm2209270119126,문제 풀이를 근데 아무거나 하지 말고 기출문제 가져다가 하세요.
grm2207140000033,사고 방식이라는 것 자체가 문제가 된다고 생각을 해요.
grm2208260077144,근데 왜 기울기가 있게 그리시는지 모르겠습니다.
grm2208250089763,두 현상을 거의 유사한 방법으로 연구할 수 있다고...
grm2209090072495,그런데 그럼 에너지가 질량이 되는 예는 뭐가 있나요?
grm2208120062832,토지를 가지고 있는 사람만 조세를 낸다고 했는데 귀족들은 그럼 땅이 있어도 조세를 안 내나요?
grm2209060077951,첨부한 사진이 제가 푼 풀이에요!
grm2208160092497,해석에는 어떤 기준으로 개성 판단이 옳고 그른지 판단될 수 있는가?
grm2206150068756,운동량의 방향이 다르다는 설명이 이해가 가지 않습니다.
grm2210040100593,여러 사회적 변인이 결합된 상황을 제시하여 실험을 진행하였다.
grm2210200100426,그나마 배달하는 가게는 나은데 배달 없이 그냥 부부가 장사하는 식당 이런 데는 답 없겠지.
grm2206300011900,오늘도 역시 도움 되는 내용 한가득이네요.
grm2209140109047,틀린 거 오답만 하고 넘어가려고 하는데요.
grm2208170058732,나오면 그냥 미국으로 알면 되나요?
grm2208290044527,대화체의 독백 형식으로 대화라는 부분인가요?
grm2210170116780,학습 목적으로 반입이 가능한가요?
grm2209090053839,이거 들으면 수능 특강 안 들어도 되는 건가요?
grm2210170119184,연상 여성한테 아기라는 말을 처음 들어본 순수한 현역 남성임.
grm2207110025933,자신에게 맞는 반에서 공부하는 것이 좋을 것 같습니다.
grm2210050118848,대학 진로 말씀하시는 건가요?
grm2206300020579,아무래도 꾸준히 관리를 해줘야 하는 전공인 것 같습니다!
grm2208050089636,"지배적인 문화는 요즘, 최근이 아니라 전부터 줄곧 그 문화를 행하는 사람들이 많아야 하는 건가요?"
grm2209160118810,그렇지만 열심히 해서 할 말이 없구먼.
grm2208010062295,하셨는데 그럼 새로운 정권 수립은 맞는 건가요?
grm2206270012605,하지만 하다 보면 익숙해지고 쉬워지게 됩니다.
grm2209080083141,그러나 역할 행동이 아직 일어나지 않은 것은 역할 갈등 판단의 근거가 되지 못합니다.
grm2207220019563,다시 멈추고 못했던 부분 돌아가서 하는 게 맞나요..?
grm2208310053977,이 선지가 틀린 이유가 지문에서 각 소득 계층에 부과되는 보험료는 그 계층보다 소득이 낮은 모든 계층의 사람들에게 보상할 수 있는 수준을 감안하여 책정된다고 하였기 때문인가요?
grm2208020068859,왜 운동하는 속도가 커질수록 질량이 커져요?
grm2210110109102,원자가 해체되면 감각이 소멸될 테니까 죽음을 두려워할 이유가 없음.
grm2209020083725,조건에 제시된 문화 변동 외에 다른 문화 변동은 없었다고...
grm2206240026549,다들 국어 독해력부터 쌓으라고 하네요.
grm2208220055020,"화자는 유배형에 처해 궁핍한 처지이고, 그로 인해 고통과 참담함을 느끼고 있음을 알 수 있습니다."
grm2207070037316,크게 나설 수 있는 명분은 없을 것 같네요.
grm2207250022905,아무리 수학에 시간을 투자하고 풀어도 진도가 안 빠지더라고요.
grm2209190106924,공부할 때 매일 다른 과목 일정량이 좋나요?
grm2208230086908,개방적 태도도 경계할 여지는 있지 않나?
grm2209290104470,이미 종이에 물들 만큼 물들었어.
grm2208090076455,선생님의 의도에 가장 적합하게 수강하고 싶어서 질문 남깁니다!
grm2210040110695,어떤 유형에 약한지 파악을 먼저 해야 합니다.
grm2209270111114,다음엔 고양이 얼굴도 촬영하시게 되면 올려주실 수 있나요?
grm2208170057465,"고구려에도 마가, 우가, 저가 같은 이름의 관리가 있었다고..."
grm2206270011369,모의고사 볼 때마다 쉬는 시간에 답 맞힌다.
grm2208100078676,제가 집이 용인이라 대치까지 가기에는 무리가 있습니다.
grm2208220068272,던진 물체가 공기의 저항 등을 제외하면 차량 위로 그대로 떨어지는 것이 맞습니까?
grm2206140074528,기분 불편하시게 하지 않으려고 노력하며 쓰고 있는데 혹시 불편하셨다면 죄송합니다.
grm2208030066744,변위 시간 그래프에서 매질의 위치도 궁금합니다.
grm2208290085389,역할에 따른 보상은 아니고요!
grm2209190116061,영어 과목명 무슨 일이십니까?
grm2206220021438,선배님들은 더 힘을 많이 얻으셨을 거 같아요.
grm2207060016898,저도 수험생활 빨리 끝내고 파노 치고 싶네요.
grm2207070030925,초성만 보니 뭔지 모르겠어요.
grm2209220108954,제가 지금 학원 다니는데 너무 만족하면서 다니고 있습니다.
grm2208230079817,그렇다면 그 이유와 생길 수 있는 오류를 알고 싶습니다.
grm2208170090308,결국 갑은 대학교를 자퇴한 후 방황하다가 우연히 알게 된 자동차 정비 직업 훈련소에 입소하여 직업 훈련을 받게 되었다.
grm2209280113829,어쨌거나 지문에 있는 정보들을 가지고 노는 게 선지죠.
grm2208030093269,다름 아닌 강이에 대해 궁금해서 질문 남깁니다!
grm2208260045321,액면주식이라는 내용이 나오는데 액면주식 또한 뭔지 잘 모르겠어요.
grm2208110056753,선생님 강의를 수강하다 궁금한 점이 생겨 질문 남깁니다.
grm2206170067975,하셨는데 그래프가 왜 그렇게 그려지는지 모르겠어요.
grm2208300051005,고시나 예규로 지정될 수 있다는 것은 재정 주체에 의해 재정된다.
grm2208050074948,혹시 하나 더 질문해도 될까요?
grm2210170108371,솔직히 질문받고 수능 때보다 더 빠르게 두뇌 풀가동 했죠?
grm2207120029289,결국 달러화의 가치를 낮춰야 한다.
grm2208020074768,그냥 당연하게 받아들이면 될까요?
grm2208010051362,새로운 인식을 드러낸다고 생각해도 되나요?
grm2208050073838,생각이 들어서 헷갈립니다.
grm2206200026217,수험생활 중에 어디 나갈 일도 없으니 사실 엄청 현실적이에요.
grm2208120061763,산업혁명과 땅에 예속된 농노를 해방시키는 거랑 무슨 관련인지 모르겠어요.
ext0000000120678,이런 와중에 해양수산부와 국민안전처는 승선 확인 문제를 놓고 책임 떠넘기기에 급급하고 있다.
grm2208030079021,보기가 없어도 그리면서 관찰로 진행해야 하나요?
grm2208290051637,보기에서 화자의 정서 태도만 빠르게 보고 시를 읽으러 가면 되나요?
grm2209130118893,성적을 어떻게 올리신 건지 알려주세요.
grm2209270105914,일주일 계획 써서 지금 보냈어.
grm2209280118949,유배 가면 유배 가사 써서 후손들을 고통스럽게 해야지.
grm2206240012077,국어는 조금씩이라도 꾸준히 하는 게 제일 중요한 과목 같아요.
grm2207130003434,실수한 문제는 문제랑 풀이 깔끔하게 공책에 옮겨 적는다.
grm2209190108552,"하루에 몇 지문, 몇 분 정도 투자하셨나요?"
grm2210040111967,진짜 공부하려고 물어본 걸까 싶네요.
